plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
FFA2032,NY,PAS,4679499280,2/19/20,12:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVVVFZQVkVrMFRVRTlQUT09&locationName=_____________________)
FTT6992,NY,PAS,4670784092,11/6/19,08:37A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJPUkVFMVRXYzlQUT09&locationName=_____________________)
57284JZ,NY,COM,8747932090,9/10/19,12:47P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,5,30,0,115,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhM3BOYWtFMVRVRTlQUT09&locationName=_____________________)
GJC6039,NY,PAS,8562917801,11/4/17,10:49A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZW1kM1RWRTlQUT09&locationName=_____________________)
GJC6039,NY,PAS,8562917813,11/4/17,10:51A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZW1kNFRYYzlQUT09&locationName=_____________________)
EJM8894,NY,PAS,8563330615,10/28/17,12:04P,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkZsNFRsRTlQUT09&locationName=_____________________)
FMW4863,NY,PAS,8563330627,10/30/17,08:37A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkZsNVRuYzlQUT09&locationName=_____________________)
FTF9054,NY,PAS,8562917837,11/4/17,10:55A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhM2hPZW1kNlRuYzlQUT09&locationName=_____________________)
T658222C,NY,OMT,8555079135,9/5/17,11:42A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5QVkVWNlRsRTlQUT09&locationName=_____________________)
T715646C,NY,OMT,8555079342,9/6/17,07:17A,REG. STICKER-EXPIRED/MISSING,,65,10,0,0,75,0,110,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVE5QVkUwd1RXYzlQUT09&locationName=_____________________)
GAR5666,NY,PAS,8485669230,5/11/17,07:38A,REG. STICKER-EXPIRED/MISSING,8/31/17,65,60,0.06,0.06,125,0,18,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVEpQVkVsNlRVRTlQUT09&locationName=_____________________)
XCYM74,NJ,PAS,8103530542,5/19/16,12:58P,FAIL TO DISP. MUNI METER RECPT,,65,10,0,0,75,0,13,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwMTZWWHBOUkZVd1RXYzlQUT09&locationName=_____________________)
HVS7693,NY,PAS,4663857796,8/23/19,01:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW1NMVRtYzlQUT09&locationName=_____________________)
FGZ6399,NY,PAS,4663857826,8/23/19,01:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW1kNVRtYzlQUT09&locationName=_____________________)
HAJ2610,NY,PAS,8568806533,6/14/19,08:22A,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,10,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVaM2RPYWxWNlRYYzlQUT09&locationName=_____________________)
JCS1893,NY,PAS,8568806569,6/17/19,08:32A,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,10,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVaM2RPYWxVeVQxRTlQUT09&locationName=_____________________)
CZX1224,NY,PAS,8568806521,6/13/19,08:58A,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,10,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVaM2RPYWxWNVRWRTlQUT09&locationName=_____________________)
JJY1981,NY,PAS,8783825253,2/6/20,02:35P,EXPIRED MUNI METER,,65,0,0,0,65,0,20,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPVkVreFRYYzlQUT09&locationName=_____________________)
AF20551,CT,PAS,8569016037,6/12/19,11:43P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,6,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOVVRWGhPYWtGNlRuYzlQUT09&locationName=_____________________)
HPD5259,NY,PAS,8563330780,10/30/17,11:54A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUWHBOUkdNMFRVRTlQUT09&locationName=_____________________)
21388MH,NY,COM,8485670401,5/19/17,07:08A,FAIL TO DISP. MUNI METER RECPT,,65,10,0,75,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVE5OUkZGM1RWRTlQUT09&locationName=_____________________)
38996MD,NY,COM,8485669617,5/15/17,09:06A,FAIL TO DISP. MUNI METER RECPT,,65,0,0,0,65,0,17,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVEpQVkZsNFRuYzlQUT09&locationName=_____________________)
HNY7539,NY,PAS,8606499353,5/29/18,09:26A,OBSTRUCTING TRAFFIC/INTERSECT,,115,0,0,0,115,0,49,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkUweFRYYzlQUT09&locationName=_____________________)
16156MC,NY,COM,8568955137,6/12/19,05:44P,NO STANDING-DAY/TIME LIMITS,,115,0,0,15,100,0,17,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVhekZPVkVWNlRuYzlQUT09&locationName=_____________________)
JFL2946,NY,PAS,4663913155,8/23/19,06:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hOZWtVeFRsRTlQUT09&locationName=_____________________)
HYH9220,NY,PAS,4663913180,8/23/19,06:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hOZWtVMFRVRTlQUT09&locationName=_____________________)
EWL7512,NY,PAS,4666484012,9/19/19,11:07A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVFJPUkVGNFRXYzlQUT09&locationName=_____________________)
HNF8749,NY,PAS,4665917334,9/13/19,10:57A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWsxNlRrRTlQUT09&locationName=_____________________)
GPB6746,NY,PAS,8747952945,8/31/19,07:49A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhekZOYW1zd1RsRTlQUT09&locationName=_____________________)
JCF4995,NY,PAS,4663857875,8/23/19,01:17P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW1jelRsRTlQUT09&locationName=_____________________)
R38LCZ,NJ,PAS,8568955174,6/18/19,03:50P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,1,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVhekZPVkVVelRrRTlQUT09&locationName=_____________________)
GG14,NY,OMT,4663857917,8/23/19,01:17P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW10NFRuYzlQUT09&locationName=_____________________)
HJF4188,NY,OMS,8615033705,3/27/18,12:00P,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWHBOZW1OM1RsRTlQUT09&locationName=_____________________)
GXN2338,NY,PAS,8555080277,9/9/17,08:11A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVFJOUkVrelRuYzlQUT09&locationName=_____________________)
HFJ4445,NY,PAS,8606499390,5/29/18,09:34A,OBSTRUCTING TRAFFIC/INTERSECT,,115,0,0,0,115,0,49,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkUwMVRVRTlQUT09&locationName=_____________________)
FMW1491,NC,PAS,8568806557,6/15/19,07:35A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,10,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOUVaM2RPYWxVeFRuYzlQUT09&locationName=_____________________)
GED7590,NY,PAS,8747952957,8/31/19,07:50A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhekZOYW1zeFRuYzlQUT09&locationName=_____________________)
370XUP,CT,PAS,7056866153,5/22/11,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQk1VNXFaekpPYWtVeFRYYzlQUT09&locationName=_____________________)
DAW8523,NY,PAS,4666486252,9/19/19,11:29A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVFJPYWtreFRXYzlQUT09&locationName=_____________________)
HHL6379,NY,PAS,1462315756,10/7/19,09:22A,NO PARKING-STREET CLEANING,1/23/20,45,60,0.93,0.93,105,0,79,K,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMXFUWGhPVkdNeFRtYzlQUT09&locationName=_____________________)
JBS5861,NY,PAS,8783825472,2/7/20,04:11P,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPVkZFelRXYzlQUT09&locationName=_____________________)
HWK1630,NY,PAS,8783825710,2/9/20,07:42A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPVkdONFRVRTlQUT09&locationName=_____________________)
HUZ9189,NY,PAS,8783825733,2/9/20,08:06A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPVkdONlRYYzlQUT09&locationName=_____________________)
ASH2843,NY,PAS,8783826397,2/12/20,12:06P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPYWswMVRuYzlQUT09&locationName=_____________________)
55590ML,NY,COM,8783826646,2/12/20,03:51P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPYWxrd1RtYzlQUT09&locationName=_____________________)
DYB4103,NY,PAS,8783826671,2/12/20,04:56P,EXPIRED MUNI METER,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPYWxrelRWRTlQUT09&locationName=_____________________)
JMJ1556,NY,PAS,1452216575,11/8/19,07:39P,INSP. STICKER-EXPIRED/MISSING,2/27/20,65,60,0.06,0.06,125,0,101,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFTWGhPYWxVelRsRTlQUT09&locationName=_____________________)
XV471A,NJ,PAS,8485672136,5/31/17,08:00A,NO STANDING-DAY/TIME LIMITS,,115,0,0,115,0,0,14,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVE5OYWtWNlRtYzlQUT09&locationName=_____________________)
HNR6298,NY,PAS,8613971568,3/25/18,02:11P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,68,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhek5OVkZVeVQwRTlQUT09&locationName=_____________________)
FSY1060,NY,PAS,4670784122,11/6/19,08:38A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJPUkVWNVRXYzlQUT09&locationName=_____________________)
20610MH,NY,COM,8485672665,6/2/17,07:36A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVE5OYWxreVRsRTlQUT09&locationName=_____________________)
HJL4200,NY,PAS,4666491454,9/19/19,12:12P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVFZOVkZFeFRrRTlQUT09&locationName=_____________________)
HHH8306,NY,PAS,8783827195,2/14/20,12:18P,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xPZWtVMVRsRTlQUT09&locationName=_____________________)
GEH5673,NY,PAS,4665917437,9/13/19,11:01A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWxGNlRuYzlQUT09&locationName=_____________________)
T473553C,NY,OMT,8747952982,8/31/19,08:10A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZhekZOYW1zMFRXYzlQUT09&locationName=_____________________)
JCG3112,NY,PAS,4663858028,8/23/19,01:18P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZQUkVGNVQwRTlQUT09&locationName=_____________________)
BNC3829,NY,PAS,7535416536,3/2/12,09:34A,NO PARKING-STREET CLEANING,6/21/12,45,60,56.01,161.01,0,0,81,K,TRAFFIC,ADMIN REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVmVrNVVVWGhPYWxWNlRtYzlQUT09&locationName=_____________________)
AS635U,NJ,PAS,8621988161,8/1/18,10:09P,DOUBLE PARKING,,115,30,0,0,145,0,18,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMVVhelJQUkVVeVRWRTlQUT09&locationName=_____________________)
HSZ6382,NY,PAS,8610907995,11/20/17,07:37A,NO STANDING-DAY/TIME LIMITS,3/8/18,115,60,5.05,0.13,179.92,0,73,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVhM2RPZW1zMVRsRTlQUT09&locationName=_____________________)
VAN5030,VA,PAS,8027184757,11/27/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPUkdNeFRuYzlQUT09&locationName=_____________________)
AG59955,AZ,PAS,8027185014,12/2/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkVGNFRrRTlQUT09&locationName=_____________________)
AD75755,AZ,PAS,8027185038,12/2/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkVGNlQwRTlQUT09&locationName=_____________________)
1677702,ME,PAS,8027185075,12/3/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkVFelRsRTlQUT09&locationName=_____________________)
HBN2513,NY,PAS,8555081129,9/11/17,08:25A,INSP STICKER-MUTILATED/C'FEIT,,65,10,0,0,75,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVRVFJOVkVWNVQxRTlQUT09&locationName=_____________________)
HME9599,NY,PAS,4663857978,8/23/19,01:17P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPZW1zelQwRTlQUT09&locationName=_____________________)
JNW2841,NY,PAS,8783828151,2/17/20,04:53P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,23,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaM2xQUkVVeFRWRTlQUT09&locationName=_____________________)
IPCI96,FL,PAS,8783851252,10/17/19,04:46A,NO PARKING-DAY/TIME LIMITS,2/6/20,60,60,0.96,0,120.96,0,70,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaekZOVkVreFRXYzlQUT09&locationName=_____________________)
Y29LFY,NJ,PAS,8783852396,10/24/19,05:06A,NO STANDING-DAY/TIME LIMITS,2/13/20,115,60,1.08,0,176.08,0,70,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZaekZOYWswMVRtYzlQUT09&locationName=_____________________)
JNV3583,NY,PAS,4679499370,2/19/20,12:18P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVVVFZQVkUwelRVRTlQUT09&locationName=_____________________)
JLP7946,NY,PAS,4670784286,11/6/19,08:40A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJPUkVrMFRtYzlQUT09&locationName=_____________________)
XFHS57,NJ,PAS,8620405822,11/28/17,08:37A,NO STANDING-DAY/TIME LIMITS,,115,10,0,125,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVVWGRPVkdkNVRXYzlQUT09&locationName=_____________________)
2064215,IN,PAS,8027185208,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkVsM1QwRTlQUT09&locationName=_____________________)
56020JT,NY,COM,8563359083,6/29/17,04:31P,NO PARKING-DAY/TIME LIMITS,10/19/17,60,60,0.47,0.47,120,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZUVEZQVkVFMFRYYzlQUT09&locationName=_____________________)
GYX6423,NY,PAS,8562953945,5/18/17,08:43A,NO PARKING-STREET CLEANING,,45,30,0,0,75,0,112,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMXFhekZOZW1zd1RsRTlQUT09&locationName=_____________________)
T698680C,NY,OMT,8485673578,6/7/17,07:21A,NO STANDING-TAXI STAND,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVE5OZWxVelQwRTlQUT09&locationName=_____________________)
AS491J,NJ,PAS,8027185282,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkVrMFRXYzlQUT09&locationName=_____________________)
AS959W,NJ,PAS,8027185348,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkUwd1QwRTlQUT09&locationName=_____________________)
VAR4053,VA,PAS,8027185592,12/5/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkZVMVRXYzlQUT09&locationName=_____________________)
T311982,IL,PAS,8027185622,12/8/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkZsNVRXYzlQUT09&locationName=_____________________)
PT4547R,PA,PAS,8027185634,12/8/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZSVFJPVkZsNlRrRTlQUT09&locationName=_____________________)
CMK8693,NY,PAS,8606499432,5/29/18,10:02A,SIDEWALK,,115,0,0,0,115,0,49,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZQVkZGNlRXYzlQUT09&locationName=_____________________)
XEEF91,NJ,PAS,8485673918,6/8/17,09:21A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVXVE5OZW10NFQwRTlQUT09&locationName=_____________________)
HUC4778,NY,PAS,8735184115,7/31/19,08:43P,FRONT OR BACK PLATE MISSING,11/14/19,65,60,1.82,0.22,126.6,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrNVVSVFJPUkVWNFRsRTlQUT09&locationName=_____________________)
JWIB72,FL,PAS,4663913854,8/23/19,06:19P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2hOZW1jeFRrRTlQUT09&locationName=_____________________)
JHS2407,NY,PAS,4666496830,9/19/19,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFVVFZPYW1kNlRVRTlQUT09&locationName=_____________________)
HPU6612,NY,PAS,4665191633,9/6/19,06:17A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFZOVkZsNlRYYzlQUT09&locationName=_____________________)
DYJ7910,NY,PAS,4665917528,9/13/19,11:02A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hPZWxWNVQwRTlQUT09&locationName=_____________________)
XDSY94,NJ,PAS,8748013584,7/23/19,12:15P,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,84,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVRWGhOZWxVMFRrRTlQUT09&locationName=_____________________)
HUU1850,NY,PAS,8748018971,9/5/19,09:58A,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,77,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FOUVRWGhQUkdzelRWRTlQUT09&locationName=_____________________)
